waktu,suhu,ph
2026-05-06 02:30,26.6,7.59
2026-05-06 02:40,26.7,7.58
2026-05-06 02:50,26.8,7.55
2026-05-06 03:00,26.8,7.56
2026-05-06 03:10,27.0,7.56
2026-05-06 03:20,26.9,7.57
2026-05-06 03:30,26.6,7.58
2026-05-06 03:40,26.7,7.51
2026-05-06 03:50,26.9,7.58
2026-05-06 04:00,26.8,7.55
2026-05-06 04:10,27.0,7.57
2026-05-06 04:20,26.8,7.57
2026-05-06 04:30,26.7,7.55
2026-05-06 04:40,26.8,7.52
2026-05-06 04:50,26.8,7.59
2026-05-06 05:00,26.9,7.55
2026-05-06 05:10,26.9,7.58
2026-05-06 05:20,27.1,7.58
2026-05-06 05:30,27.1,7.55
2026-05-06 05:40,27.1,7.6
2026-05-06 05:50,27.2,7.6
2026-05-06 06:00,26.9,7.61
2026-05-06 06:10,27.3,7.64
2026-05-06 06:20,27.3,7.6
2026-05-06 06:30,27.5,7.59
2026-05-06 06:40,27.6,7.6
2026-05-06 06:50,27.7,7.64
2026-05-06 07:00,27.7,7.61
2026-05-06 07:10,27.7,7.64
2026-05-06 07:20,27.5,7.63
2026-05-06 07:30,28.0,7.63
2026-05-06 07:40,28.1,7.65
2026-05-06 07:50,28.0,7.65
2026-05-06 08:00,28.1,7.69
2026-05-06 08:10,28.3,7.72
2026-05-06 08:20,28.4,7.7
2026-05-06 08:30,28.2,7.74
2026-05-06 08:40,28.2,7.71
2026-05-06 08:50,28.6,7.74
2026-05-06 09:00,28.7,7.74
2026-05-06 09:10,28.4,7.75
2026-05-06 09:20,28.7,7.76
2026-05-06 09:30,29.0,7.77
2026-05-06 09:40,28.7,7.79
2026-05-06 09:50,28.8,7.83
2026-05-06 10:00,29.0,7.78
2026-05-06 10:10,29.2,7.86
2026-05-06 10:20,28.9,7.85
2026-05-06 10:30,29.3,7.84
2026-05-06 10:40,29.4,7.86
2026-05-06 10:50,29.3,7.89
2026-05-06 11:00,29.3,7.91
2026-05-06 11:10,29.7,7.86
2026-05-06 11:20,29.6,7.92
2026-05-06 11:30,29.6,7.9
2026-05-06 11:40,29.7,7.93
2026-05-06 11:50,29.7,7.92
2026-05-06 12:00,29.9,7.93
2026-05-06 12:10,29.8,7.91
2026-05-06 12:20,29.7,7.93
2026-05-06 12:30,29.8,7.94
2026-05-06 12:40,30.1,7.97
2026-05-06 12:50,30.0,7.95
2026-05-06 13:00,30.0,7.95
2026-05-06 13:10,30.0,8.0
2026-05-06 13:20,30.0,8.0
2026-05-06 13:30,30.1,8.05
2026-05-06 13:40,30.0,8.01
2026-05-06 13:50,30.2,8.0
2026-05-06 14:00,30.3,8.03
2026-05-06 14:10,30.2,8.04
2026-05-06 14:20,30.4,8.06
2026-05-06 14:30,30.3,8.07
2026-05-06 14:40,30.3,8.0
2026-05-06 14:50,30.4,8.04
2026-05-06 15:00,30.2,8.07
2026-05-06 15:10,30.3,8.07
2026-05-06 15:20,30.3,8.07
2026-05-06 15:30,30.4,8.06
2026-05-06 15:40,30.2,8.07
2026-05-06 15:50,30.3,8.1
2026-05-06 16:00,30.3,8.07
2026-05-06 16:10,30.2,8.05
2026-05-06 16:20,30.3,8.03
2026-05-06 16:30,30.1,8.05
2026-05-06 16:40,30.2,8.06
2026-05-06 16:50,30.3,8.04
2026-05-06 17:00,30.2,8.04
2026-05-06 17:10,30.0,8.05
2026-05-06 17:20,29.8,8.04
2026-05-06 17:30,29.9,8.02
2026-05-06 17:40,29.7,8.02
2026-05-06 17:50,29.7,8.04
2026-05-06 18:00,29.8,7.99
2026-05-06 18:10,29.7,8.03
2026-05-06 18:20,29.6,8.0
2026-05-06 18:30,29.6,8.0
2026-05-06 18:40,29.4,8.0
2026-05-06 18:50,29.5,8.05
2026-05-06 19:00,29.4,7.97
2026-05-06 19:10,29.5,7.97
2026-05-06 19:20,29.3,7.95
2026-05-06 19:30,29.4,7.95
2026-05-06 19:40,29.2,7.97
2026-05-06 19:50,29.1,7.94
2026-05-06 20:00,29.1,7.94
2026-05-06 20:10,28.8,7.92
2026-05-06 20:20,28.7,7.9
2026-05-06 20:30,28.7,7.93
2026-05-06 20:40,28.9,7.94
2026-05-06 20:50,28.6,7.86
2026-05-06 21:00,28.4,7.9
2026-05-06 21:10,28.3,7.85
2026-05-06 21:20,28.3,7.88
2026-05-06 21:30,28.2,7.86
2026-05-06 21:40,28.4,7.82
2026-05-06 21:50,28.2,7.79
2026-05-06 22:00,28.1,7.8
2026-05-06 22:10,27.7,7.8
2026-05-06 22:20,28.0,7.75
2026-05-06 22:30,27.7,7.76
2026-05-06 22:40,27.7,7.76
2026-05-06 22:50,27.6,7.73
2026-05-06 23:00,27.7,7.73
2026-05-06 23:10,27.6,7.73
2026-05-06 23:20,27.6,7.72
2026-05-06 23:30,27.6,7.71
2026-05-06 23:40,27.5,7.72
2026-05-06 23:50,27.2,7.71
2026-05-07 00:00,28.0,7.62
2026-05-07 00:10,27.8,7.62
2026-05-07 00:20,27.8,7.63
2026-05-07 00:30,27.6,7.64
2026-05-07 00:40,27.5,7.6
2026-05-07 00:50,27.7,7.63
2026-05-07 01:00,27.5,7.6
2026-05-07 01:10,27.5,7.55
2026-05-07 01:20,27.4,7.55
2026-05-07 01:30,27.4,7.56
2026-05-07 01:40,27.4,7.58
2026-05-07 01:50,27.4,7.61
2026-05-07 02:00,27.3,7.56
2026-05-07 02:10,27.4,7.57
2026-05-07 02:20,27.3,7.55
2026-05-07 02:30,27.5,7.52
2026-05-07 02:40,27.3,7.54
2026-05-07 02:50,27.2,7.51
2026-05-07 03:00,27.5,7.52
2026-05-07 03:10,27.5,7.51
2026-05-07 03:20,27.3,7.53
2026-05-07 03:30,27.3,7.5
2026-05-07 03:40,27.2,7.52
2026-05-07 03:50,27.3,7.52
2026-05-07 04:00,27.1,7.5
2026-05-07 04:10,27.4,7.5
2026-05-07 04:20,27.3,7.5
2026-05-07 04:30,27.4,7.54
2026-05-07 04:40,27.3,7.51
2026-05-07 04:50,27.6,7.53
2026-05-07 05:00,27.5,7.51
2026-05-07 05:10,27.6,7.52
2026-05-07 05:20,27.4,7.51
2026-05-07 05:30,27.4,7.56
2026-05-07 05:40,27.8,7.52
2026-05-07 05:50,27.9,7.59
2026-05-07 06:00,27.8,7.57
2026-05-07 06:10,27.9,7.55
2026-05-07 06:20,27.8,7.55
2026-05-07 06:30,28.0,7.52
2026-05-07 06:40,28.1,7.57
2026-05-07 06:50,28.2,7.57
2026-05-07 07:00,28.6,7.55
2026-05-07 07:10,28.2,7.61
2026-05-07 07:20,28.6,7.58
2026-05-07 07:30,28.6,7.59
2026-05-07 07:40,28.6,7.62
2026-05-07 07:50,28.8,7.66
2026-05-07 08:00,28.6,7.7
2026-05-07 08:10,28.6,7.64
2026-05-07 08:20,29.0,7.64
2026-05-07 08:30,28.8,7.67
2026-05-07 08:40,29.0,7.69
2026-05-07 08:50,28.9,7.69
2026-05-07 09:00,29.2,7.73
2026-05-07 09:10,29.2,7.68
2026-05-07 09:20,29.3,7.71
2026-05-07 09:30,29.5,7.7
2026-05-07 09:40,29.5,7.72
2026-05-07 09:50,29.6,7.77
2026-05-07 10:00,29.6,7.77
2026-05-07 10:10,29.6,7.79
2026-05-07 10:20,29.7,7.8
2026-05-07 10:30,29.8,7.75
2026-05-07 10:40,29.8,7.84
2026-05-07 10:50,30.1,7.82
2026-05-07 11:00,30.0,7.82
2026-05-07 11:10,30.1,7.85
2026-05-07 11:20,30.0,7.86
2026-05-07 11:30,30.3,7.84
2026-05-07 11:40,30.2,7.88
2026-05-07 11:50,30.4,7.87
2026-05-07 12:00,30.3,7.88
2026-05-07 12:10,30.5,7.91
2026-05-07 12:20,30.5,7.88
2026-05-07 12:30,30.4,7.93
2026-05-07 12:40,30.4,7.93
2026-05-07 12:50,30.6,7.92
2026-05-07 13:00,30.7,7.97
2026-05-07 13:10,30.7,7.94
2026-05-07 13:20,30.6,7.96
2026-05-07 13:30,30.9,7.97
2026-05-07 13:40,30.9,7.98
2026-05-07 13:50,30.7,7.97
2026-05-07 14:00,30.9,7.99
2026-05-07 14:10,30.8,7.98
2026-05-07 14:20,30.9,8.02
2026-05-07 14:30,31.0,8.01
2026-05-07 14:40,30.9,7.98
2026-05-07 14:50,30.8,8.0
2026-05-07 15:00,31.0,8.01
2026-05-07 15:10,31.0,7.98
2026-05-07 15:20,30.7,8.03
2026-05-07 15:30,30.9,7.98
2026-05-07 15:40,31.0,8.02
2026-05-07 15:50,31.2,8.04
2026-05-07 16:00,30.9,8.01
2026-05-07 16:10,30.8,8.01
2026-05-07 16:20,30.6,8.03
2026-05-07 16:30,30.8,7.96
2026-05-07 16:40,30.7,7.99
2026-05-07 16:50,30.8,8.01
2026-05-07 17:00,30.8,7.97
2026-05-07 17:10,30.5,8.02
2026-05-07 17:20,30.5,7.98
2026-05-07 17:30,30.5,7.98
2026-05-07 17:40,30.5,8.01
2026-05-07 17:50,30.2,7.98
2026-05-07 18:00,30.4,7.98
2026-05-07 18:10,30.4,7.98
2026-05-07 18:20,30.2,7.95
2026-05-07 18:30,30.0,7.95
2026-05-07 18:40,30.1,7.97
2026-05-07 18:50,30.0,7.99
2026-05-07 19:00,30.0,7.93
2026-05-07 19:10,30.0,7.91
2026-05-07 19:20,29.9,7.88
2026-05-07 19:30,29.9,7.92
2026-05-07 19:40,29.7,7.91
2026-05-07 19:50,29.5,7.88
2026-05-07 20:00,29.8,7.9
2026-05-07 20:10,29.4,7.89
2026-05-07 20:20,29.5,7.91
2026-05-07 20:30,29.5,7.87
2026-05-07 20:40,29.2,7.88
2026-05-07 20:50,29.2,7.82
2026-05-07 21:00,29.0,7.81
2026-05-07 21:10,29.0,7.83
2026-05-07 21:20,29.1,7.83
2026-05-07 21:30,28.9,7.81
2026-05-07 21:40,29.1,7.8
2026-05-07 21:50,28.9,7.74
2026-05-07 22:00,28.5,7.75
2026-05-07 22:10,28.2,7.75
2026-05-07 22:20,28.7,7.73
2026-05-07 22:30,28.4,7.71
2026-05-07 22:40,28.3,7.73
2026-05-07 22:50,28.1,7.73
2026-05-07 23:00,28.0,7.7
2026-05-07 23:10,28.1,7.72
2026-05-07 23:20,28.2,7.64
2026-05-07 23:30,27.7,7.65
2026-05-07 23:40,27.9,7.65
2026-05-07 23:50,27.9,7.66
